# freq original rescaled
25.70216539935125, 104.80176211453742,12
41.53135798448985, 95.06607929515417,2
64.94908260439658, 87.90748898678413,-5
102.68486107981539, 82.75330396475769,-10
164.12560053244414, 78.45814977973566,-14
259.4834879034069, 75.02202643171805,-18
410.24483856317966, 73.87665198237885,-19
648.5993730374848, 76.45374449339205,-14
1025.439218633414, 79.03083700440527,-16
1639.0033136132079, 76.45374449339205,-14
2591.2733609009683, 72.15859030837002,-21
4096.817605641292, 69.29515418502201,-24
6477.091435871042, 80.17621145374449,-13
10240.317609176795, 83.3259911894273,-10
15164.488585943824, 79.03083700440527,-14
