# freq original rescaled
26.268951158347775, 120.26431718061673,12
41.080869047228326, 111.67400881057267,3
65.6613081214597, 105.94713656387663,-4
102.68486107981539, 102.51101321585901,-7
164.12560053244414, 99.647577092511,-11
259.4834879034069, 97.64317180616737,-13
410.24483856317966, 97.07048458149778,-14
648.5993730374848, 98.21585903083698,-13
1003.3140739203848, 99.647577092511,-11
1639.0033136132079, 95.92511013215858,-15
2591.2733609009683, 90.48458149779734,-21
4096.817605641292, 87.62114537444933,-24
6477.091435871042, 99.3612334801762,-12
10240.317609176795, 103.94273127753303,-6
15164.488585943824, 109.66960352422905,1

