# freq original rescaled
25.984012922166844, 68.7224669603524,12
41.9867869409696, 54.40528634361232,3
64.94908260439658, 43.23788546255504,-4
102.68486107981539, 33.7885462555066,-10
164.23215158845497, 26.92857142857143,-15
259.4834879034069, 21.762114537444916,-18
410.24483856317966, 18.898678414096892,-20
648.5993730374848, 18.612334801762103,-20
1025.439218633414, 18.898678414096892,-20
1639.0033136132079, 18.3259911894273,-20
2591.2733609009683, 14.03083700440527,-23
4096.817605641292, 11.74008810572687,-24
6477.091435871042, 22.334801762114523,-18
10240.317609176795, 27.775330396475766,-14
15000.000000000004, 34.07488986784139,-10
