# freq original rescaled
25.984012922166844, 81.03524229074887,12
41.53135798448985, 67.5770925110132,3
64.94908260439658, 57.555066079295145,-5
102.68486107981539, 49.8237885462555,-10
164.12560053244414, 42.66519823788545,-15
259.4834879034069, 37.79735682819383,-19
410.24483856317966, 35.506607929515425,-20
648.5993730374848, 36.938325991189416,-20
1025.439218633414, 39.22907488986782,-18
1639.0033136132079, 38.08370044052862,-19
2591.2733609009683, 34.361233480176196,-21
4096.817605641292, 31.21145374449337,-24
6477.091435871042, 41.80616740088105,-16
10240.317609176795, 44.955947136563864,-14
15000.000000000004, 44.38325991189427,-15

